"state","month_date","median_listing_price","new_listing_count","active_listing_count","pending_listing_count"
"ms",2021 Mar,171572.020325203,3532.22222222222,4244,3909.55555555556
"mt",2021 Mar,340477.257653061,1527.42857142857,1736,2939
"nc",2021 Mar,311197.14,16026,12390,22080
"nd",2021 Mar,172525.075471698,989.8,1668.3,1246
"ne",2021 Mar,189785.976449275,2269.6,2048.4,4233.27083333333
"nh",2021 Mar,354578,1778,1314,1291
"nj",2021 Mar,408573,13230,15494,14162
"nm",2021 Mar,269173.742424242,2573.625,3665.8125,3464
"nv",2021 Mar,332583.235294118,5678,5361,1606
"ny",2021 Mar,311394.35483871,19284,36635,21441
"oh",2021 Mar,188772.454545455,13286,9291,16924
"ok",2021 Mar,165933.355263158,6086,5135,7803
"or",2021 Mar,410239.444444444,6058,4279,8735
"pa",2021 Mar,210776.47761194,13644,14283,19024
"ri",2021 Mar,596295,1246,1002,2130
"sc",2021 Mar,251079.608695652,9792,9514,15105
"sd",2021 Mar,261727.064266783,1040.0005574136,1718.42725752508,1343.76054665673
"tn",2021 Mar,275210.842105263,9780,7376,12412
"tx",2021 Mar,231362.011509517,36129.7777777778,38023.7777777778,52469
"ut",2021 Mar,472374.413793103,4708,2508,7945
"va",2021 Mar,306766.543859649,13852.0833333333,11186.9583333333,15868.875
"vt",2021 Mar,328107.642857143,852,1365,1039
"wa",2021 Mar,429805.256410256,10928,5440,13195
"wi",2021 Mar,245961.805555556,6236,7955,5077
"wv",2021 Mar,151170,1694,2796,2515
"wy",2021 Mar,470203.260869565,854,1354,998
"ak",2021 Apr,295971.744785811,1111.14285714286,1234.95053763441,552.981132075472
"al",2021 Apr,199559.940298507,7362,7692,7789
"ar",2021 Apr,164976.186666667,3936,4373,4324
"az",2021 Apr,358793.933333333,13300,6813,17094
"ca",2021 Apr,641205.637931034,42570,30543,47838
"co",2021 Apr,532322.984375,10600,7740.66666666667,12662
"ct",2021 Apr,444596.875,5800,5138,4777
"dc",2021 Apr,572400,1302,1581,1295
"de",2021 Apr,366783.333333333,1668,1387,3006
"fl",2021 Apr,324295.880597015,46278,50631,81222
"ga",2021 Apr,263729.547169811,17720,15503.2,28666.4
"hi",2021 Apr,789000,1858,3149,3248
"ia",2021 Apr,164186.101010101,4790,5725,7631
"id",2021 Apr,466319.113636364,3308,1928,5214
"il",2021 Apr,134724.205882353,20292,21614,30671
"in",2021 Apr,191940.347826087,8478,5292,6967
"ks",2021 Apr,140002.84131585,4192.95652173913,3063.38888888889,6312.94444444444
"ky",2021 Apr,210147.933333333,5114,4577,8426
"la",2021 Apr,223717.4375,5174,6976,8783
"ma",2021 Apr,907190.928571429,8888,6751,3466
"md",2021 Apr,357978.458333333,10350,6624,13430
"me",2021 Apr,312746.375,2040,2241,1001
"mi",2021 Apr,236540.626506024,13070,11091,11109
"mn",2021 Apr,235162.597701149,9692,7376,11341
"mo",2021 Apr,178444.32173913,9864,7682,14030
"ms",2021 Apr,182289.784552846,3780.44444444444,3799,4321.11111111111
"mt",2021 Apr,338873.834183673,1749.71428571429,1762,3220
"nc",2021 Apr,312856.88,17012,12084,23405
"nd",2021 Apr,177594.264150943,1051.2,1695.7,1359
"ne",2021 Apr,284986.355978261,2760.33333333333,1987.83333333333,4782.640625
"nh",2021 Apr,359365,2092,1445,1507
"nj",2021 Apr,411074.619047619,13752,16314,15514
"nm",2021 Apr,271248.515151515,2677.75,3624.875,3607
"nv",2021 Apr,335646.941176471,6003,5519.25,1470.75
"ny",2021 Apr,316906.080645161,22154,37423,22877
"oh",2021 Apr,194963.863636364,14178,9282,19074
"ok",2021 Apr,172072.315789474,6462,4952,8761
"or",2021 Apr,420139.722222222,6646,4546,9590
"pa",2021 Apr,215739.253731343,15826,14651,21553
"ri",2021 Apr,582315,1282,961,2445
"sc",2021 Apr,256470.956521739,10138,8480,15621
"sd",2021 Apr,286946.297687546,1090.36454849498,1851.25975473802,1346.7381612032
"tn",2021 Apr,287463.789473684,10472,7042,13167
"tx",2021 Apr,237987.534307216,39510.8888888889,36172.2222222222,57605
"ut",2021 Apr,487603.827586207,4865,2620,8379.5
"va",2021 Apr,313574.34962406,15212,11723.5,17959
"vt",2021 Apr,334696.928571429,936,1345,1089
"wa",2021 Apr,445097.512820513,10818,5697,14543
"wi",2021 Apr,247910.791666667,6934,8527,5970
"wv",2021 Apr,153032.054545455,1802,2611,2894
"wy",2021 Apr,488277.52173913,896,1263,1093
"ak",2021 May,314309.689362344,1323.71428571429,1294.04946236559,566.547169811321
"al",2021 May,212069.223880597,7564,7260,8101
"ar",2021 May,164889.253333333,4092,4246,4507
"az",2021 May,374281.666666667,13452,7045,16972
"ca",2021 May,645044.75862069,44416,31912,49152
"co",2021 May,544536.609375,11684,7984,13439
"ct",2021 May,453325,6552,5620,5166
"dc",2021 May,570000,1300,1649,1285
"de",2021 May,367683.333333333,1760,1372,3118
"fl",2021 May,336054.865671642,47616,47510,78942
"ga",2021 May,266493.576519916,18029.3333333333,15663.7333333333,29284.4666666667
"hi",2021 May,876250,1832,2795,3340
"ia",2021 May,167086.161616162,4864,5729,8773
"id",2021 May,480438.439393939,3752.66666666667,2346.33333333333,5518
"il",2021 May,136539.901960784,21448,22336,33032
"in",2021 May,191506.956521739,9492,5500,7636
"ks",2021 May,143535.41573499,4379.13043478261,3203,6842
"ky",2021 May,224110.141666667,5428,4530,9006
"la",2021 May,227722.890625,5204,6716,9266
"ma",2021 May,905007.142857143,9976,7136,3603
"md",2021 May,369783.166666667,10928,7291,14234
"me",2021 May,320878.125,2512,2462,1067
"mi",2021 May,241783.734939759,15764,12565,12015
"mn",2021 May,235380.793103448,10796,7857,13401
"mo",2021 May,178876.556521739,10168,7771,15214
"ms",2021 May,193639.134146341,3748.66666666667,3520,4642.66666666667
"mt",2021 May,364185.678571429,1826,1893,3525
"nc",2021 May,317138.37,17412,11991,24636
"nd",2021 May,172769.245283019,1101.6,1691.6,1509
"ne",2021 May,286476.326086957,2619.06666666667,1992.26666666667,5409.24375
"nh",2021 May,367595,2284,1591,1638
"nj",2021 May,416902.380952381,14976,17427,16802
"nm",2021 May,272719.318181818,2997.875,3661.9375,3920
"nv",2021 May,358496.941176471,6070,5320.5,1950.5
"ny",2021 May,322769.161290323,23068,39499,24540
"oh",2021 May,199937.647727273,16516,10302,21267
"ok",2021 May,173830.539473684,6828,4963,9292
"or",2021 May,447823.611111111,7440,5015,10620
"pa",2021 May,218112.805970149,16824,15749,23849
"ri",2021 May,560160,1464,1039,2631
"sc",2021 May,267510.52173913,9932,7788,15746
"sd",2021 May,307855.015956795,1220.72853957637,1949.09225195095,1391.71577574967
"tn",2021 May,297093.210526316,11176,7227,13628
"tx",2021 May,245860.386962972,41025.1111111111,36071.6666666667,59946
"ut",2021 May,505880.965517241,5384,2963,8616
"va",2021 May,313911.689092886,16430,12396,19363
"vt",2021 May,349745.928571429,1132,1414,1088
"wa",2021 May,467857.794871795,11908,6265,15632
"wi",2021 May,262663.722222222,8172,9542,6861
"wv",2021 May,155373.636363636,1952,2650,3093
"wy",2021 May,451595.652173913,1068,1309,1093
"ak",2021 Jun,345932.30826838,1484.28571428571,1504.75949820789,571.668763102725
"al",2021 Jun,212410.447761194,7810,7461,8017
"ar",2021 Jun,170967.826666667,4250,4595,4329
"az",2021 Jun,385839.933333333,13178,7979,16284
"ca",2021 Jun,651509.344827586,45456,34922,49361
"co",2021 Jun,534690.453125,13692,9587,13838
"ct",2021 Jun,439393.75,6770,6392,8278
"dc",2021 Jun,592000,1384,1845,1361
"de",2021 Jun,376683,1912,1602,3307
"fl",2021 Jun,344814.358208955,46556,47895,75090
"ga",2021 Jun,267868.901467505,19068.6666666667,17090.2666666667,29342.5333333333
"hi",2021 Jun,952156.25,1856,2680,3218
"ia",2021 Jun,166311.636363636,4976,6023,8706
"id",2021 Jun,490500.537878788,4169.33333333333,3058.66666666667,5615
"il",2021 Jun,139395.843137255,22162,24863,32332
"in",2021 Jun,201250.684782609,10168,6521,7785
"ks",2021 Jun,153072.452587992,4481.30434782609,3676,6944
"ky",2021 Jun,213249.966666667,5542,4986,8909
"la",2021 Jun,222288.6875,5456,6950,9042
"ma",2021 Jun,880415.928571429,10878,8305,3649
"md",2021 Jun,368866.291666667,11428,8316,14831
"me",2021 Jun,320237.5,2880,3014,1187
"mi",2021 Jun,244217.759036145,16906,15275,13020
"mn",2021 Jun,232715.114942529,11964,9331,13626
"mo",2021 Jun,185053.008695652,10664,8775,15158
"ms",2021 Jun,191051.459349593,3858.88888888889,3699,4481.22222222222
"mt",2021 Jun,365003.982142857,2132,2279,3602
"nc",2021 Jun,322918.69,17582,13275,24057
"nd",2021 Jun,178933.452830189,1178,1851.5,1438
"ne",2021 Jun,200216.701612903,2845.13333333333,2240.03333333333,5373.846875
"nh",2021 Jun,381365,2686,2035,1802
"nj",2021 Jun,412764.047619048,15678,19808,19399
"nm",2021 Jun,276914.454545455,2964,3942,4017
"nv",2021 Jun,380190.764705882,6111,5654.75,1997.25
"ny",2021 Jun,325439.209677419,22618,41581,26486
"oh",2021 Jun,203712.193181818,17028,12066,22141
"ok",2021 Jun,173006.539473684,7136,5540,9074
"or",2021 Jun,442721.75,7574,5966,11182
"pa",2021 Jun,213434.47761194,18478,18530,26573
"ri",2021 Jun,555830,1624,1227,2757
"sc",2021 Jun,267980.847826087,10286,8066,15138
"sd",2021 Jun,309621.446347255,1270.75919732441,2064.92474916388,1371.69339029614
"tn",2021 Jun,308450.305263158,11632,8140,13575
"tx",2021 Jun,251294.474396788,44583.5555555556,39861.5,55565
"ut",2021 Jun,496940.137931034,5698,3628,8883
"va",2021 Jun,318162.30075188,16270,13817,19425
"vt",2021 Jun,348085.714285714,1210,1596,1121
"wa",2021 Jun,487962.346153846,12782,7287.5,16447.5
"wi",2021 Jun,261907.388888889,9128,10954,7225
"wv",2021 Jun,159592.509090909,1826,2775,3158
"wy",2021 Jun,483402.826086957,1158,1472,1093
"ak",2021 Jul,309801.412585556,1457.01098901099,1726.5464571271,548.79035639413
"al",2021 Jul,221525.089552239,8100,8475,7479
"ar",2021 Jul,172857.853333333,4576,5140,4178
"az",2021 Jul,386698.733333333,13008,9280,15322
"ca",2021 Jul,645700.396551724,44132,38814,47264
"co",2021 Jul,542044.421875,12496,10995,13525
"ct",2021 Jul,419893.75,5472,7168,10587
"dc",2021 Jul,579900,1172,1809,1195
"de",2021 Jul,374573.333333333,1820,1737,3311
"fl",2021 Jul,350732.059701493,44680,51263,68575
"ga",2021 Jul,275286.86163522,18816,19003.8,29201.6
"hi",2021 Jul,970475,1728,2592,3070
"ia",2021 Jul,169293.515151515,4452,6234,8200
"id",2021 Jul,495272.227272727,4278,3912,5551
"il",2021 Jul,138656.107843137,20624,27529,29800
"in",2021 Jul,202731.358695652,10236,7584,7697
"ks",2021 Jul,150441.022774327,4291.47826086957,4073,6565
"ky",2021 Jul,216875.591666667,5840,5782,8788
"la",2021 Jul,221939.640625,5352,7488,8698
"ma",2021 Jul,914967.857142857,8388,8440,3345
"md",2021 Jul,369700.583333333,11268,9389,14098
"me",2021 Jul,325734.375,2816,3496,1330
"mi",2021 Jul,237578.698795181,17168,17196,12978
"mn",2021 Jul,232295.494252874,10868,10369,12845
"mo",2021 Jul,185588.747826087,10704,10346,14626
"ms",2021 Jul,190767.235772358,4405.11111111111,3946,4000.77777777778
"mt",2021 Jul,368060.696428571,1968,2611,3487
"nc",2021 Jul,321427.17,17444,14478,23390
"nd",2021 Jul,176471.540880503,1028.06666666667,1936.73333333333,1336.5
"ne",2021 Jul,200712.107526882,2733.86666666667,2437.96666666667,5142.95
"nh",2021 Jul,384520,2324,2253,1894
"nj",2021 Jul,410171.095238095,13932,20887,18800
"nm",2021 Jul,288441.212121212,3016,4171,3944
"nv",2021 Jul,380588.823529412,6280,6410,1869
"ny",2021 Jul,326033.258064516,20600,42391,26766
"oh",2021 Jul,199859.988636364,17348,14136,22173
"ok",2021 Jul,176166.710526316,7296,6370,8941
"or",2021 Jul,435556.333333333,7568,6742,10838
"pa",2021 Jul,216040.805970149,17408,20365,25422
"ri",2021 Jul,554195,1476,1393,2608
"sc",2021 Jul,271308.913043478,10812,8967,14499
"sd",2021 Jul,313520.5607204,1230.93271221532,2131.75724637681,1422.24243341404
"tn",2021 Jul,308808.473684211,12140,9451,13421
"tx",2021 Jul,253226.757644763,44157.3333333333,45745,53858
"ut",2021 Jul,502706.896551724,5520,4250,8652
"va",2021 Jul,322619.012401157,15256,15172,18021
"vt",2021 Jul,345692.857142857,1204,1694,1111
"wa",2021 Jul,504209.820512821,11808,8126,15383
"wi",2021 Jul,262492.083333333,8532,12254,6915
"wv",2021 Jul,166115.236363636,1952,2980,2990
"wy",2021 Jul,485371.304347826,1072,1644,1046
"ak",2021 Aug,313379.137592387,1331.73626373626,1863.83341604632,569.911949685535
"al",2021 Aug,229211.253731343,7800,9266,7726
"ar",2021 Aug,173614.426666667,4566,5578,6039
"az",2021 Aug,398106.666666667,13354,9890,16123
"ca",2021 Aug,641060.465517241,42202,40150,46801
"co",2021 Aug,550608.09375,11840,11565,13506
"ct",2021 Aug,411356.25,5130,7379,10004
"dc",2021 Aug,584900,894,1709,1107
"de",2021 Aug,381400,1842,1742,3387
"fl",2021 Aug,359514.880597015,44384,53110,65830
"ga",2021 Aug,276975.798742138,17986,20056,27905
"hi",2021 Aug,1024875,1742,2461,2942
"ia",2021 Aug,168991.131313131,4390,6615,7538
"id",2021 Aug,486999.818181818,4094,4629,5508
"il",2021 Aug,139304.568627451,19032,28684,28488
"in",2021 Aug,204046.739130435,10308,8362,7948
"ks",2021 Aug,143370.916770186,3965.65217391304,4290,6404
"ky",2021 Aug,215808.85,5600,6465,8949
"la",2021 Aug,226499.25,4868,7838,8469
"ma",2021 Aug,913824.714285714,8142,8573,3464
"md",2021 Aug,374088.625,10366,9972,14397
"me",2021 Aug,325181.25,2516,3657,1435
"mi",2021 Aug,237881.626506024,16818,18613,13858
"mn",2021 Aug,236452.724137931,10696,11237,12477
"mo",2021 Aug,188277.347826087,10090,11061,14561
"ms",2021 Aug,181585.085365854,4407.33333333333,4282,4191.33333333333
"mt",2021 Aug,367680.089285714,1910,2837,3391.66666666667
"nc",2021 Aug,322125.78,17120,15383,23257
"nd",2021 Aug,174688.402515723,928.333333333333,1992.16666666667,1323.3
"ne",2021 Aug,259082.801630435,2545.6,2574.9,4964.303125
"nh",2021 Aug,378001.3,2374,2322,1953
"nj",2021 Aug,410313,12672,21395,18484
"nm",2021 Aug,290100.454545455,2940,4325,3998
"nv",2021 Aug,395641.588235294,6488,7016,1906
"ny",2021 Aug,324029.612903226,20138,42147,27919
"oh",2021 Aug,200811.170454545,16604,15575,22562
"ok",2021 Aug,185832.868421053,7054,7025,9117
"or",2021 Aug,440027.5,7240,7242,10699
"pa",2021 Aug,214943.253731343,16438,21184,24974
"ri",2021 Aug,543070,1442,1522,2624
"sc",2021 Aug,272075.173913043,10864,9825,14375
"sd",2021 Aug,306662.932086551,1135.35238095238,2189.66666666667,1433.14724576271
"tn",2021 Aug,312173.168421053,11742,10264,13670
"tx",2021 Aug,254526.956037328,40575.1111111111,50432.75,52923
"ut",2021 Aug,507037.655172414,5770,4693,8863
"va",2021 Aug,321635.532955774,13958,15687.6666666667,17448.3333333333
"vt",2021 Aug,346610.714285714,974,1690,1132
"wa",2021 Aug,494417.358974359,11566,8689,15450
"wi",2021 Aug,261951.861111111,8284,12992,6889
"wv",2021 Aug,163465.545454545,1874,3117,3015
"wy",2021 Aug,466662.826086957,1054,1701,1106
"ak",2021 Sep,339724.966047494,1054.46153846154,1760.12037496554,561.033542976939
"al",2021 Sep,230105.402985075,6546,9152,7343
"ar",2021 Sep,173957.56,3950,5695,5932
"az",2021 Sep,399286.333333333,12500,10329,16311
"ca",2021 Sep,643056.155172414,40148,40142,46226
"co",2021 Sep,570356.09375,10672,11529,13144
"ct",2021 Sep,407740.5,4674,7142,9492
"dc",2021 Sep,599000,1570,2019,969
"de",2021 Sep,379083.333333333,1874,1776,3313
"fl",2021 Sep,365583.328358209,41798,53135,65030
"ga",2021 Sep,275521.65408805,16252,20181,27216
"hi",2021 Sep,1022250,1906,2563,2808
"ia",2021 Sep,167449.767676768,4074,6728,7018
"id",2021 Sep,507721.25,3812,4923,5427
"il",2021 Sep,141884.607843137,17254,28764,26486
"in",2021 Sep,206445.25,9334,8734,7814
"ks",2021 Sep,144568.258385093,3709.82608695652,4365,6077
"ky",2021 Sep,216681.258333333,5014,6777,8631
"la",2021 Sep,228517.15625,3236,7640,8216
"ma",2021 Sep,905902.5,9470,9017,3402
"md",2021 Sep,375851,9742,10119,13549
"me",2021 Sep,329468.75,2256,3524,1460
"mi",2021 Sep,234641.626506024,14628,18842,13471
"mn",2021 Sep,238664.597701149,9698,11742,11419
"mo",2021 Sep,189541.834782609,9250,11313,13823
"ms",2021 Sep,182629.593495935,2757.55555555556,4239,3977.88888888889
"mt",2021 Sep,387282.125,1560,2802,3318.33333333333
"nc",2021 Sep,324837.42,16222,15712,22795
"nd",2021 Sep,172883.962264151,889.6,1981.6,1291.6
"ne",2021 Sep,220182.114130435,2356,2672.625,4644.53125
"nh",2021 Sep,390497.5,2074,2252,1901
"nj",2021 Sep,410279.380952381,11302,21037,17410
"nm",2021 Sep,285003.787878788,2614,4231,3906
"nv",2021 Sep,389329.764705882,5942,7413,1908
"ny",2021 Sep,318854.161290323,19718,41060,26918
"oh",2021 Sep,197811.636363636,14882,15628,21943
"ok",2021 Sep,185828.368421053,6296,7092,8767
"or",2021 Sep,443719.5,6768,7593,10424
"pa",2021 Sep,213378.343283582,15316,21330,23717
"ri",2021 Sep,538625,1384,1535,2515
"sc",2021 Sep,274416.652173913,9146,10079,14466
"sd",2021 Sep,327196.009414069,1000.72857142857,2136.75,1455.05205811138
"tn",2021 Sep,311854.863157895,10972,10467,13425
"tx",2021 Sep,257332.639088674,36648.8888888889,50704.5,51923
"ut",2021 Sep,498934.068965517,5232,5010,8912
"va",2021 Sep,323462.968167187,12956,15530.3333333333,16477.6666666667
"vt",2021 Sep,349585.714285714,926,1581,1154
"wa",2021 Sep,506952.307692308,11172,8999,14785
"wi",2021 Sep,262052.375,7516,13169,6636
"wv",2021 Sep,166436.272727273,1724,3151,2959
"wy",2021 Sep,460256.304347826,866,1687,1123
"ak",2021 Oct,340159.218147921,834.615384615385,1550.40733388475,568.155136268344
"al",2021 Oct,227050,6488,9023,6890
"ar",2021 Oct,175486.04,3736,5594,5711
"az",2021 Oct,403211.466666667,12536,10658,15748
"ca",2021 Oct,651501.75862069,37880,38909,45926
"co",2021 Oct,574574.828125,9720,10786,12832
"ct",2021 Oct,406975,4356,6793,9016
"dc",2021 Oct,599900,1200,2184,1175
"de",2021 Oct,392446.666666667,1752,1791,3142
"fl",2021 Oct,372697.76119403,41760,51866,65278
"ga",2021 Oct,284318.0655885,15924.2857142857,19640,26227
"hi",2021 Oct,977625,1776,2618,2700
"ia",2021 Oct,165479.414141414,4016,6783,6662
"id",2021 Oct,516675.022727273,3072,4663,5193
"il",2021 Oct,139828.137254902,15344,28079,24518
"in",2021 Oct,202254.510869565,8956,8670,7544
"ks",2021 Oct,143269.714285714,3464,4308,6029
"ky",2021 Oct,211645.125,4832,6774,8249
"la",2021 Oct,226468.1875,4240,7029,7994
"ma",2021 Oct,918611.285714286,7648,8831,3516
"md",2021 Oct,378033.291666667,8972,9725,13126
"me",2021 Oct,329206.1875,1952,3177,1338
"mi",2021 Oct,231353.602409639,13376,17998,12764
"mn",2021 Oct,240087.804597701,8344,11459,10532
"mo",2021 Oct,191321.739130435,8574,11047,13120
"ms",2021 Oct,189617.150406504,2525.77777777778,4166,4447.44444444444
"mt",2021 Oct,382875.339285714,1340,2528,3125
"nc",2021 Oct,327804.18,15808,15473,21984
"nd",2021 Oct,177083.962264151,808.2,1917.7,1171.9
"ne",2021 Oct,290691.1875,2365,2716.25,4441.759375
"nh",2021 Oct,384800,1756,1957,1847
"nj",2021 Oct,410559.523809524,10808,20190,16484
"nm",2021 Oct,294325.606060606,2424,3998,3736
"nv",2021 Oct,389215.294117647,5656,7511,1858
"ny",2021 Oct,310615.435483871,16952,40944,25985
"oh",2021 Oct,196498.465909091,14520,15511,20788
"ok",2021 Oct,185339.671052632,5968,7002,8210
"or",2021 Oct,445186.388888889,5980,7519,10103
"pa",2021 Oct,211519.134328358,14484,20948,22698
"ri",2021 Oct,519270,1272,1513,2515
"sc",2021 Oct,276188.717391304,9480,9976,14288
"sd",2021 Oct,336991.152398153,882.771428571429,1979,1366.79020379338
"tn",2021 Oct,313532.715789474,10588,10387,13171
"tx",2021 Oct,259218.174729661,34533.3333333333,49015.25,50110
"ut",2021 Oct,541312.034482759,4740,4724,8787
"va",2021 Oct,328284.133707226,12100,14659,16037
"vt",2021 Oct,345324.857142857,736,1383,1105
"wa",2021 Oct,509070.871794872,9424,8495,14309
"wi",2021 Oct,257807.125,6540,12568,6179
"wv",2021 Oct,169467.181818182,1628,3143,2760
"wy",2021 Oct,463864.347826087,816,1533,991
"ak",2021 Nov,330253.431934173,578.769230769231,1260.69429280397,550.276729559748
"al",2021 Nov,224900.537313433,5840,8486,6800
"ar",2021 Nov,179448.24,3138,5229,5469
"az",2021 Nov,402016.333333333,11252,10282,15992
"ca",2021 Nov,651629.327586207,31134,33620,43439
"co",2021 Nov,584071.609375,7624,8917,11846
"ct",2021 Nov,415265.625,3548,5681,8715
"dc",2021 Nov,587000,1002,2055,1206
"de",2021 Nov,386900,1436,1619,3004
"fl",2021 Nov,378580.910447761,38644,48905,68562
"ga",2021 Nov,287844.326145553,14226.5714285714,18978,26186
"hi",2021 Nov,1008750,1690,2551,2736
